top - 18:26:50 up 21:12,  0 users,  load average: 0.20, 0.37, 1.74
Tasks: 167 total,   2 running, 165 sleeping,   0 stopped,   0 zombie
%Cpu(s): 41.3 us,  9.5 sy,  0.0 ni, 39.7 id,  0.0 wa,  0.0 hi,  9.5 si,  0.0 st
MiB Mem :  16009.2 total,  11774.3 free,    996.4 used,   3238.5 buff/cache
MiB Swap:      0.0 total,      0.0 free,      0.0 used.  14813.3 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 417906 1337      20   0  173528  54384  33828 S 173.3   0.3   7:05.59 envoy
 417849 root      20   0  716432  17348   9988 S  60.0   0.1   2:17.49 fortio
 331765 root      20   0  129756  34436  16952 R   6.7   0.2   5:47.98 pod_nan+
      1 root      20   0  165544  12808   6476 S   0.0   0.1   0:15.21 systemd
      2 root      20   0       0      0      0 S   0.0   0.0   0:00.04 kthreadd
      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp
      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+
      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+
     10 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tas+
     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tas+
     12 root      20   0       0      0      0 S   0.0   0.0   0:08.84 ksoftir+
     13 root      20   0       0      0      0 I   0.0   0.0   0:28.27 rcu_sch+
     14 root      rt   0       0      0      0 S   0.0   0.0   0:00.26 migrati+
     15 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/0
     16 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/1
     17 root      rt   0       0      0      0 S   0.0   0.0   0:00.66 migrati+
     18 root      20   0       0      0      0 S   0.0   0.0   0:08.45 ksoftir+
     20 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     21 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/2
     22 root      rt   0       0      0      0 S   0.0   0.0   0:00.64 migrati+
     23 root      20   0       0      0      0 S   0.0   0.0   0:08.37 ksoftir+
     25 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     26 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/3
     27 root      rt   0       0      0      0 S   0.0   0.0   0:00.65 migrati+
     28 root      20   0       0      0      0 S   0.0   0.0   0:08.55 ksoftir+
