top - 13:51:03 up  1:24,  0 users,  load average: 15.15, 7.20, 3.00
Tasks: 227 total,   6 running, 221 sleeping,   0 stopped,   0 zombie
%Cpu(s): 40.9 us, 31.8 sy,  0.0 ni,  0.0 id,  0.0 wa,  0.0 hi, 27.3 si,  0.0 st
MiB Mem :  16009.2 total,  12196.8 free,   1156.6 used,   2655.9 buff/cache
MiB Swap:      0.0 total,      0.0 free,      0.0 used.  14626.5 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
  36546 root      20   0  716176  16952   9988 R  37.5   0.1   0:01.06 fortio
  36605 root      20   0  716432  16752   9924 R  31.2   0.1   0:01.02 fortio
  33762 root      20   0  716176  16516   9988 S  25.0   0.1   0:49.64 fortio
  33922 root      20   0  716432  16852   9988 S  25.0   0.1   0:43.43 fortio
  34632 root      20   0  716432  17172   9988 S  25.0   0.1   0:14.40 fortio
  34728 root      20   0  716432  17136   9924 S  25.0   0.1   0:18.02 fortio
  34765 root      20   0  716176  17088   9984 S  25.0   0.1   0:14.50 fortio
  35554 root      20   0  716432  16480   9924 S  25.0   0.1   0:11.50 fortio
  33797 root      20   0  716432  17292   9924 S  18.8   0.1   0:34.32 fortio
  33833 root      20   0  716176  17428  10180 S  18.8   0.1   0:32.07 fortio
  34667 root      20   0  715920  16780   9988 R  18.8   0.1   0:22.60 fortio
  35479 root      20   0  716432  17452  10180 S  18.8   0.1   0:08.77 fortio
  35516 root      20   0  716432  17080   9860 R  18.8   0.1   0:07.18 fortio
  34823 root      20   0  716432  17216  10052 S  12.5   0.1   0:15.20 fortio
  35635 root      20   0  716176  16828   9924 S  12.5   0.1   0:09.11 fortio
  36447 root      20   0  716176  16584   9668 R  12.5   0.1   0:00.86 fortio
  36510 root      20   0  716432  16788   9860 S  12.5   0.1   0:00.65 fortio
     23 root      20   0       0      0      0 S   6.2   0.0   0:02.07 ksoftir+
  16227 root      20   0 2452436 125796  70800 S   6.2   0.8   1:34.50 the-kub+
  16752 root      20   0  784824 128332  54356 S   6.2   0.8   0:28.52 cilium-+
  18245 chronos+  20   0  734652  31348  20972 S   6.2   0.2   0:02.29 kube-dns
  33183 root      20   0  716432  17228   9988 S   6.2   0.1   2:43.08 fortio
  36682 afarwick  20   0    5300   2668   2168 R   6.2   0.0   0:00.01 top
      1 root      20   0  163680  10752   6472 S   0.0   0.1   0:04.99 systemd
      2 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kthreadd
      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp
      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+
      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+
     10 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tas+
     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tas+
     12 root      20   0       0      0      0 S   0.0   0.0   0:01.93 ksoftir+
     13 root      20   0       0      0      0 I   0.0   0.0   0:01.92 rcu_sch+
     14 root      rt   0       0      0      0 S   0.0   0.0   0:00.00 migrati+
     15 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/0
     16 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/1
     17 root      rt   0       0      0      0 S   0.0   0.0   0:00.42 migrati+
     18 root      20   0       0      0      0 S   0.0   0.0   0:01.76 ksoftir+
     19 root      20   0       0      0      0 I   0.0   0.0   0:00.33 kworker+
     20 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     21 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/2
     22 root      rt   0       0      0      0 S   0.0   0.0   0:00.42 migrati+
     25 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
